poi_a,poi_b,name_a,name_b,category_a,category_b,itinerary_category_a,itinerary_category_b,latitude_a,longitude_a,latitude_b,longitude_b,distance_m,name_similarity,same_itinerary_category,decision
HYD006083,HYD034848,Perfect fitness centre,Ramdev extension,fitness_centre,stationery,Recreation & Sports,Shopping,17.4737311,78.5509872,17.473718,78.5509483,4.381,0.263,False,Likely Distinct
HYD000577,HYD000604,HI-King Bakery,Karachi Bakery,bakery,bakery,Food,Food,17.3524083,78.5071291,17.3524236,78.507091,4.39,0.643,True,Likely Distinct
HYD005323,HYD033330,Heritage,Date With Soup Restaurant,department_store,restaurant,Shopping,Food,17.4424848,78.4392927,17.442481,78.439334,4.407,0.242,False,Likely Distinct
HYD005896,HYD033602,McDonald's,Mcdonals.(Mcd),fast_food,restaurant,Food,Food,17.47719098,78.56484908000002,17.4771897,78.5648076,4.408,0.727,True,Likely Distinct
HYD000584,HYD009042,Iyengar's Bakery,Ibaco,bakery,ice_cream,Food,Food,17.5225204,78.3960299,17.5225527,78.3960542,4.426,0.286,True,Likely Distinct
HYD004219,HYD004290,Agrawal footware,Denim,clothes,clothes,Shopping,Shopping,17.4744637,78.5683288,17.4745027,78.5683207,4.426,0.095,True,Likely Distinct
HYD008681,HYD033398,Sree Lakshmi Heavens Womens,Ghar Ka Khaana,hostel,restaurant,Accommodation,Food,17.440392,78.3923622,17.4404308,78.3923717,4.435,0.341,False,Likely Distinct
HYD032685,HYD032873,gangejment ground,Jangamet Ground,place_of_worship,playground,Religion,Recreation & Sports,17.3366389,78.4706178,17.336676079999997,78.47060236,4.452,0.812,False,Likely Distinct
HYD005574,HYD034860,a-one,Sri Balaji Rexine Works,electronics,stationery,Shopping,Shopping,17.4759827,78.5674024,17.4759576,78.5674351,4.457,0.286,True,Likely Distinct
HYD031657,HYD031710,Baseket Ball Court,JNTU Basketball Ground,pitch,pitch,Recreation & Sports,Recreation & Sports,17.49113914,78.3903727,17.4911159,78.3904076,4.52,0.65,True,Likely Distinct
HYD005895,HYD009365,McDonald's,Easy Buy,fast_food,mall,Food,Shopping,17.4001909,78.5551649,17.4002079,78.5552036,4.525,0.222,False,Likely Distinct
HYD009130,HYD033320,Joyalukkas,Chutneys,jewelry,restaurant,Shopping,Food,17.4963708,78.396876,17.496371579999998,78.3968333,4.536,0.222,False,Likely Distinct
HYD001564,HYD009040,Drunken monkey,Ibaco,beverages,ice_cream,Food,Food,17.4974218,78.3358771,17.4974576,78.3358977,4.546,0.105,True,Likely Distinct
HYD005803,HYD005830,Fast Food,JNTUH Canteen,fast_food,fast_food,Food,Food,17.494254,78.3927976,17.4942903,78.3928178,4.575,0.182,True,Likely Distinct
HYD032339,HYD032340,Renuka Matha,Renuka Matha  Temple,place_of_worship,place_of_worship,Religion,Religion,17.5334828,78.36007135,17.5334737,78.3601134,4.579,0.774,True,Likely Distinct
HYD033762,HYD033882,Red Bucket,Super Lean Meals,restaurant,restaurant,Food,Food,17.4516821,78.392479,17.4516412,78.3924843,4.588,0.308,True,Likely Distinct
HYD006172,HYD006234,Assam Tea &Coffeee,Tandoori Chai,food_court,food_court,Food,Food,17.475468,78.5677151,17.4755051,78.5676956,4.62,0.2,True,Likely Distinct
HYD000553,HYD005483,Cake factory,Ajay mobiles,bakery,electronics,Food,Shopping,17.4736611,78.5696238,17.4736829,78.569661,4.637,0.167,False,Likely Distinct
HYD004357,HYD005540,Kumar Shirts clothes,RK Shoppie Mobiles,clothes,electronics,Shopping,Shopping,17.4746966,78.5681596,17.4747372,78.5681694,4.638,0.474,True,Likely Distinct
HYD004329,HYD004448,Jockey,Raymond,clothes,clothes,Shopping,Shopping,17.39399,78.3408519,17.3940312,78.3408452,4.641,0.154,True,Likely Distinct
HYD009144,HYD033267,Malabar Gold and Diamonds,Biryanis,jewelry,restaurant,Shopping,Food,17.4955135,78.3320003,17.4955551,78.3319945,4.672,0.364,False,Likely Distinct
HYD005742,HYD006177,Chicken pakodi,Bismilla chicken centre,fast_food,food_court,Food,Food,17.4408039,78.3602769,17.4408212,78.3602366,4.693,0.432,True,Likely Distinct
HYD034079,HYD035374,santosh family dabha,VIJETHA SUPER MARKET,restaurant,supermarket,Food,Shopping,17.455022,78.4222353,17.4550062,78.4221941,4.716,0.15,False,Likely Distinct
HYD004244,HYD034823,Big Hello clothes,G-Square,clothes,stationery,Shopping,Shopping,17.4740231,78.5688163,17.4740039,78.568856,4.727,0.24,True,Likely Distinct
HYD005541,HYD033799,Reliance Digital,Sangeetha fine dining restaurant,electronics,restaurant,Shopping,Food,17.4958836,78.3382867,17.4958789,78.3382423,4.745,0.375,False,Likely Distinct
HYD005856,HYD005977,KFC,Taco Bell,fast_food,fast_food,Food,Food,17.4002412,78.555159,17.4002474,78.5551147,4.755,0.167,True,Likely Distinct
HYD004601,HYD007017,Samrudhi Amrutulya chai and snacks,Castrol Bike repair,coffee,hardware,Food,Shopping,17.4758454,78.5679216,17.4758847,78.56794,4.791,0.264,False,Likely Distinct
HYD005539,HYD005549,RELIANCE DIGITAL,Reliance Digital Electronics store,electronics,electronics,Shopping,Shopping,17.4049078,78.51505086,17.4048651,78.5150566,4.792,0.64,True,Likely Distinct
HYD004329,HYD004375,Jockey,Louis Philippe,clothes,clothes,Shopping,Shopping,17.39399,78.3408519,17.393948,78.3408625,4.809,0.2,True,Likely Distinct
HYD009045,HYD033592,Kwality Walls,Maryada Ramanna,ice_cream,restaurant,Food,Food,17.4580725,78.371588,17.4581097,78.3715642,4.852,0.286,True,Likely Distinct
HYD006873,HYD033399,Morning Dew,Gingercourt,guest_house,restaurant,Accommodation,Food,17.4404283,78.3934664,17.4404184,78.3935111,4.874,0.364,False,Likely Distinct
HYD009361,HYD033786,City Center,Sahib Sindh Sultan,mall,restaurant,Shopping,Food,17.41517080857143,78.44922098,17.415128,78.4492107,4.889,0.207,False,Likely Distinct
HYD009266,HYD009267,JNTU Library,JNTUH UL,library,library,Culture & Heritage,Culture & Heritage,17.49551439285714,78.39147902857142,17.495545,78.3915124,4.916,0.6,True,Likely Distinct
HYD001612,HYD006781,Just books,Feelings,books,gift,Shopping,Shopping,17.4452419,78.362885,17.4452566,78.3628413,4.921,0.111,True,Likely Distinct
HYD005768,HYD033774,Domino's,Royal Reve Hotel,fast_food,restaurant,Food,Food,17.4412304,78.5005384,17.4412556,78.5005765,4.924,0.167,True,Likely Distinct
HYD000610,HYD033919,Karachi Bakery,Terracotta Italian Kitchen,bakery,restaurant,Food,Food,17.235508,78.4342678,17.2355125,78.434314,4.932,0.25,True,Likely Distinct
HYD001568,HYD005880,Sri Sai Fruit Juices,Masala Chapati Chat,beverages,fast_food,Food,Food,17.4947847,78.3213809,17.4947935,78.3214265,4.941,0.256,True,Likely Distinct
HYD032431,HYD032501,Shivalayam,Sri Kamakshi Kalyana Mandapam,place_of_worship,place_of_worship,Religion,Religion,17.4936354,78.3995796,17.4936076,78.3996159,4.944,0.41,True,Likely Distinct
HYD005520,HYD034846,Impact Mobiles,Price 2 Price,electronics,stationery,Shopping,Shopping,17.4772573,78.5630997,17.4772138,78.5630903,4.944,0.296,True,Likely Distinct
HYD005776,HYD035153,Domino's,Heritage Supermkarket,fast_food,supermarket,Food,Shopping,17.5225753,78.3965242,17.5225754,78.3964775,4.96,0.207,False,Likely Distinct
HYD009045,HYD033896,Kwality Walls,Swaraaj military hotel,ice_cream,restaurant,Food,Food,17.4580725,78.371588,17.4581003,78.3716247,4.977,0.457,True,Likely Distinct
HYD004483,HYD005018,Sarah Designer,Balaji Mahesh Mithai,clothes,confectionery,Shopping,Food,17.4063713,78.4512784,17.4064158,78.4512735,4.981,0.353,False,Likely Distinct
HYD004528,HYD033520,Trendz,Kings Briyani,clothes,restaurant,Shopping,Food,17.4737158,78.5694622,17.4737587,78.5694756,4.983,0.211,False,Likely Distinct
HYD005884,HYD034731,McDonald's,Decathlon,fast_food,sports,Food,Recreation & Sports,17.4901654,78.3928103,17.4902097,78.3928179,4.997,0.316,False,Likely Distinct
HYD009199,HYD034884,srinivasa jewllery,welcome stationeries,jewelry,stationery,Shopping,Shopping,17.4942882,78.356181,17.4942469,78.3561997,5.008,0.211,True,Likely Distinct
HYD005251,HYD005652,Sri Sai Balaji Milk Agency,Sri Kalanjali Boutique,dairy,fabric,Food,Shopping,17.4078211,78.5881355,17.4078119,78.5880891,5.033,0.417,False,Likely Distinct
HYD009045,HYD033150,Kwality Walls,4 Seasons,ice_cream,restaurant,Food,Food,17.4580725,78.371588,17.4580493,78.3716287,5.035,0.182,True,Likely Distinct
HYD005698,HYD033503,Burger King,KFC LB Nagar,fast_food,restaurant,Food,Food,17.3458645,78.5524551,17.3458927,78.552418,5.038,0.174,True,Likely Distinct
HYD003741,HYD035160,Cinepolis,Hypermart,cinema,supermarket,Entertainment,Shopping,17.4899688,78.3927279,17.4899266,78.3927105,5.048,0.111,False,Likely Distinct
HYD008706,HYD035314,Student Village 1,Sampoorna,hostel,supermarket,Accommodation,Shopping,17.4364805,78.3419916,17.4364495,78.3419568,5.057,0.231,False,Likely Distinct
HYD033399,HYD033942,Gingercourt,Thurum Khan Restaurant,restaurant,restaurant,Food,Food,17.4404184,78.3935111,17.4404015,78.3935559,5.116,0.182,True,Likely Distinct
HYD033345,HYD033964,Dil Punjabi,Udupi Vihar,restaurant,restaurant,Food,Food,17.4412924,78.3913618,17.4412938,78.3913136,5.122,0.364,True,Likely Distinct
HYD001915,HYD005804,JNTU - Canteen,Fast Food,cafe,fast_food,Food,Food,17.49423298,78.39277104,17.4942356,78.3928192,5.123,0.19,True,Likely Distinct
HYD003776,HYD009408,PVR Preston Prime,Preston Prime Mall & Multiplex,cinema,mall,Entertainment,Shopping,17.4308333,78.3734976,17.4308409,78.37345,5.126,0.578,False,Likely Distinct
HYD004536,HYD005903,Vaidurya Fashion Hub,Old Madras Biryani,clothes,fast_food,Shopping,Food,17.4034603,78.3716486,17.403499,78.3716748,5.129,0.316,False,Likely Distinct
HYD008666,HYD008724,Sai,Vigneshwara ladies hostel,hostel,hostel,Accommodation,Accommodation,17.4970106,78.3913098,17.4969992,78.3912625,5.181,0.214,True,Likely Distinct
HYD005323,HYD009284,Heritage,Study Guru Reading Room,department_store,library,Shopping,Culture & Heritage,17.4424848,78.4392927,17.4424982,78.4393395,5.189,0.129,False,Likely Distinct
HYD006057,HYD033479,Grace Fitness Gym,Hyderabad spice,fitness_centre,restaurant,Recreation & Sports,Food,17.5184798,78.396515,17.5185251,78.3965031,5.199,0.25,False,Likely Distinct
HYD000564,HYD006195,FB cakes,"Double cask,Double depthi of flavour",bakery,food_court,Food,Food,17.4736071,78.5699135,17.4735794,78.569953,5.207,0.273,True,Likely Distinct
HYD035452,HYD035455,Infinity Pool District 1,Kids Pool District 1,swimming_pool,swimming_pool,Recreation & Sports,Recreation & Sports,17.413153924999996,78.338187825,17.41317784,78.33814568,5.208,0.773,True,Likely Distinct
HYD000666,HYD004220,Stop N Go,Aisha's Garments Shop,bakery,clothes,Food,Shopping,17.3987304,78.449246,17.3986841,78.449237,5.242,0.267,False,Likely Distinct
HYD000564,HYD004310,FB cakes,Gokulam,bakery,clothes,Food,Shopping,17.4736071,78.5699135,17.4735946,78.5699611,5.243,0.133,False,Likely Distinct
HYD005546,HYD009009,Reliance Digital,swagath grand,electronics,hotel,Shopping,Accommodation,17.4767328,78.5638748,17.4767261,78.5638259,5.247,0.276,False,Likely Distinct
HYD004501,HYD009175,Sri Dharma Sasta Textiles,Sri Balaji Jewellers,clothes,jewelry,Shopping,Shopping,17.4203968,78.565932,17.4203673,78.5658933,5.261,0.489,True,Likely Distinct
HYD004448,HYD005922,Raymond,Rajshree,clothes,fast_food,Shopping,Food,17.3940312,78.3408452,17.3940779,78.3408373,5.266,0.267,False,Likely Distinct
HYD034739,HYD035260,Sachdev Sports Co,Ratnadeep Supermarket,sports,supermarket,Recreation & Sports,Shopping,17.425529,78.4568429,17.4255244,78.4568923,5.272,0.421,False,Likely Distinct
HYD005042,HYD005669,Kesariya's Sweets,900 Degree Brick Oven Pizza,confectionery,fast_food,Food,Food,17.4600183,78.3553429,17.4599986,78.3553882,5.287,0.182,True,Likely Distinct
HYD006012,HYD033479,mirchi point,Hyderabad spice,fast_food,restaurant,Food,Food,17.5185669,78.3964794,17.5185251,78.3965031,5.29,0.148,True,Likely Distinct
HYD009169,HYD035164,Shriomkar Jewellers,Kirana Ghar,jewelry,supermarket,Shopping,Shopping,17.4264532,78.4574834,17.4264967,78.4574629,5.309,0.2,True,Likely Distinct
HYD001624,HYD034860,Sri Ganesh,Sri Balaji Rexine Works,books,stationery,Shopping,Shopping,17.4759292,78.5674753,17.4759576,78.5674351,5.313,0.485,True,Likely Distinct
HYD005804,HYD006198,Fast Food,Food Court,fast_food,food_court,Food,Food,17.4942356,78.3928192,17.4942058,78.3927801,5.315,0.421,True,Likely Distinct
HYD033220,HYD033231,Aurant Restaurant,Balaji Family Dhaba,restaurant,restaurant,Food,Food,17.476649,78.5651878,17.4766215,78.5652293,5.366,0.278,True,Likely Distinct
HYD005803,HYD006181,Fast Food,Canteen,fast_food,food_court,Food,Food,17.494254,78.3927976,17.4942586,78.3927471,5.388,0.25,True,Likely Distinct
HYD006847,HYD033684,Apple Homes Guest House,Pan Shop,guest_house,restaurant,Accommodation,Food,17.4448604,78.386635,17.444902,78.3866088,5.403,0.258,False,Likely Distinct
HYD005883,HYD006080,McDonald's,Old School,fast_food,fitness_centre,Food,Recreation & Sports,17.4649189,78.5034106,17.4649494,78.5033709,5.413,0.5,False,Likely Distinct
HYD000616,HYD001866,Labonel Fine Baking,Coffee Cup,bakery,cafe,Food,Food,17.4540273,78.4972466,17.4540512,78.4972913,5.442,0.276,True,Likely Distinct
HYD003783,HYD005544,Pvr Nexus mall,Reliance Digital,cinema,electronics,Entertainment,Shopping,17.4844074,78.3889568,17.4843639,78.388981,5.482,0.267,False,Likely Distinct
HYD006221,HYD030843,Reddy Chicken,Asian Enterprises,food_court,paint,Food,Shopping,17.4768224,78.5671753,17.4768479,78.567131,5.495,0.2,False,Likely Distinct
HYD005561,HYD034847,Sonata,Radhakrishna Enterprises,electronics,stationery,Shopping,Shopping,17.4746319,78.5682193,17.4746742,78.5681925,5.502,0.267,True,Likely Distinct
HYD002016,HYD006876,This The Place!,Ostello Isabello,cafe,guest_house,Food,Accommodation,17.4440806,78.3847896,17.4440603,78.3847423,5.508,0.333,False,Likely Distinct
HYD006122,HYD006188,Gym,Cibo house,fitness_station,food_court,Recreation & Sports,Food,17.4431052,78.3547759,17.4431312,78.3548203,5.533,0.0,False,Likely Distinct
HYD000605,HYD033223,Karachi Bakery,Ayathi Restaurant,bakery,restaurant,Food,Food,17.4450313,78.3855711,17.4450565,78.3856161,5.542,0.452,True,Likely Distinct
HYD004326,HYD006070,Jockey,Krish's Fitness,clothes,fitness_centre,Shopping,Recreation & Sports,17.4431738,78.3872869,17.4431239,78.3872849,5.559,0.19,False,Likely Distinct
HYD004306,HYD004512,Gas,Superdry,clothes,clothes,Shopping,Shopping,17.434071,78.4050442,17.4340386,78.4050842,5.573,0.182,True,Likely Distinct
HYD003779,HYD033352,Prasads Imax,Domino's,cinema,restaurant,Entertainment,Food,17.4127019,78.4657508,17.412667,78.4657131,5.579,0.1,False,Likely Distinct
HYD033984,HYD033986,Vistara,Vistari KITCHEN,restaurant,restaurant,Food,Food,17.4958418,78.3951122,17.4958112,78.3951541,5.604,0.545,True,Likely Distinct
HYD006052,HYD035238,Flex Gym,Ratnadeep,fitness_centre,supermarket,Recreation & Sports,Shopping,17.5214481,78.3965439,17.521489,78.3965747,5.606,0.118,False,Likely Distinct
HYD001774,HYD033202,Vencobb Chicken,Annapurna Restaurant,butcher,restaurant,Food,Food,17.419560171428575,78.56516191428571,17.4195098,78.565161,5.608,0.114,True,Likely Distinct
HYD005856,HYD005895,KFC,McDonald's,fast_food,fast_food,Food,Food,17.4002412,78.555159,17.4001909,78.5551649,5.634,0.154,True,Likely Distinct
HYD031952,HYD031978,Ganesh mandir,Hanuman Ghat,place_of_worship,place_of_worship,Religion,Religion,17.3698952,78.4670274,17.36989532,78.4670807,5.661,0.4,True,Likely Distinct
HYD005924,HYD033896,Rice Bowl,Swaraaj military hotel,fast_food,restaurant,Food,Food,17.4580828,78.3715746,17.4581003,78.3716247,5.666,0.258,True,Likely Distinct
HYD005066,HYD009162,Sri Balaji Bansilal Mithai Bhandar,Priya Jewelers Pawan Brokers,confectionery,jewelry,Food,Shopping,17.4198815,78.5650068,17.4198313,78.5650159,5.671,0.161,False,Likely Distinct
HYD005803,HYD006198,Fast Food,Food Court,fast_food,food_court,Food,Food,17.494254,78.3927976,17.4942058,78.3927801,5.678,0.421,True,Likely Distinct
HYD005927,HYD033336,Rollacosta,Delicacy,fast_food,restaurant,Food,Food,17.4922242,78.3937474,17.4922521,78.3937025,5.691,0.333,True,Likely Distinct
HYD033150,HYD033896,4 Seasons,Swaraaj military hotel,restaurant,restaurant,Food,Food,17.4580493,78.3716287,17.4581003,78.3716247,5.693,0.129,True,Likely Distinct
HYD001731,HYD001766,Chicken Butcher,Sheep Butcher,butcher,butcher,Food,Food,17.4318607,78.4262374,17.4318633,78.4261837,5.711,0.714,True,Likely Distinct
HYD006775,HYD008947,Archies,Sri Raghavendra TIffins,gift,hotel,Shopping,Accommodation,17.4371079,78.4440149,17.4370667,78.444047,5.715,0.267,False,Likely Distinct
HYD006080,HYD033710,Old School,Pepper Pods,fitness_centre,restaurant,Recreation & Sports,Food,17.4649494,78.5033709,17.4649189,78.5033276,5.716,0.286,False,Likely Distinct
HYD005915,HYD034787,Pizza Hut,Cult fit,fast_food,sports_hall,Food,Recreation & Sports,17.4892699,78.4508626,17.4893206,78.4508714,5.721,0.235,False,Likely Distinct
HYD005169,HYD035359,Sri Aditya Kirana & General Store,Supraja Supermarket,convenience,supermarket,Shopping,Shopping,17.4207267,78.4025692,17.4206759,78.4025586,5.766,0.36,True,Likely Distinct
HYD001602,HYD005527,Deepa's Reading Room,Opus,books,electronics,Shopping,Shopping,17.4764674,78.5668232,17.4764696,78.5667689,5.772,0.167,True,Likely Distinct
HYD009198,HYD036276,sri veerbhadra jewellers,juice point,jewelry,water,Shopping,Nature & Outdoors,17.3675655,78.5250818,17.3675134,78.5250874,5.83,0.114,False,Likely Distinct
HYD004472,HYD009170,Roopnikhar,Shubhlaxmi Jewellers,clothes,jewelry,Shopping,Shopping,17.4781828,78.5604699,17.47819,78.5604151,5.875,0.067,True,Likely Distinct
HYD031202,HYD031272,Walker Town Park,padma rao nagar park,park,park,Nature & Outdoors,Nature & Outdoors,17.4255286,78.5072346,17.4254852,78.5072665,5.901,0.5,True,Likely Distinct
HYD005053,HYD030845,New Balaji Mithai Bhandar;New Balaji Jeetmal Mithai Bhandar,Dhanlaxmi Paints,confectionery,paint,Food,Shopping,17.5226491,78.4439264,17.5226041,78.4439562,5.925,0.267,False,Likely Distinct
HYD006032,HYD033683,Austin Fitness,Palleturi Dosa,fitness_centre,restaurant,Recreation & Sports,Food,17.4485266,78.3591506,17.4484768,78.3591308,5.929,0.214,False,Likely Distinct
HYD004528,HYD033390,Trendz,Frenchie,clothes,restaurant,Shopping,Food,17.4737158,78.5694622,17.4736979,78.5695148,5.931,0.429,False,Likely Distinct
HYD000536,HYD000581,Belgian Waffle,Ironhill Roastery,bakery,bakery,Food,Food,17.438454,78.3992859,17.4384127,78.3993212,5.932,0.065,True,Likely Distinct
HYD033559,HYD034055,Luckys Biryani - PadmaraoNagar,lucky,restaurant,restaurant,Food,Food,17.4200696,78.5168329,17.420052,78.516886,5.97,0.303,True,Likely Distinct
HYD033768,HYD034651,Renuka Food Panzer Chicken Food Court,AVP Fish Stall,restaurant,seafood,Food,Food,17.4208591,78.5647626,17.4208935,78.5647194,5.976,0.196,True,Likely Distinct
HYD005856,HYD009365,KFC,Easy Buy,fast_food,mall,Food,Shopping,17.4002412,78.555159,17.4002079,78.5552036,6.015,0.0,False,Likely Distinct
HYD008862,HYD033480,Le Méridien,Hyderabadi dawat,hotel,restaurant,Accommodation,Food,17.449806628571427,78.36349371428571,17.4497953,78.3635491,6.016,0.296,False,Likely Distinct
HYD004213,HYD004315,4G Colons,Haryana Handloom,clothes,clothes,Shopping,Shopping,17.4780702,78.5607571,17.4780526,78.5608107,6.02,0.24,True,Likely Distinct
HYD004298,HYD034833,Faishon_Hyderabad,Limra Stationery,clothes,stationery,Shopping,Shopping,17.4547246,78.4099973,17.4546714,78.4099869,6.024,0.364,True,Likely Distinct
HYD034813,HYD034847,Alie's optics,Radhakrishna Enterprises,stationery,stationery,Shopping,Shopping,17.4747253,78.5681734,17.4746742,78.5681925,6.039,0.27,True,Likely Distinct
HYD004358,HYD004581,LEVEIS CLOTHES,levi's,clothes,clothes,Shopping,Shopping,17.4785481,78.5596121,17.47850196,78.55958211999999,6.043,0.5,True,Likely Distinct
HYD004307,HYD004472,Glitz,Roopnikhar,clothes,clothes,Shopping,Shopping,17.4782048,78.5604178,17.4781828,78.5604699,6.051,0.133,True,Likely Distinct
HYD005988,HYD033570,Twister Juice,Madhura Mexican Fried Chicken,fast_food,restaurant,Food,Food,17.4855652,78.3881443,17.4855824,78.38809,6.077,0.19,True,Likely Distinct
